project_id,domain,methodology,team_location,vendor_contract_type,planned_budget_lakhs,planned_duration_days,team_size,team_experience_years_avg,tech_complexity,requirements_changes,open_bugs_count,vendor_dependency,stakeholder_count,offshore_ratio,sprint_length_days,story_points_planned,completed_rate,issue_churn_rate,reopens_rate,dependency_count,overdue_tasks_pct,requirements_clarity,risk_register_count,past_similar_success_rate,buffer_days,schedule_slippage_pct,cost_variance_pct,risk,risk_level
P1459,Telecom,Agile,Co-located,T&M,16.36,248,13,2.88,3,16,8,1,6,0.433,14,231,0.903,0.263,0.173,5,0.262,3,9,0.865,16,25.48,21.39,1,High
P1110,Healthcare,Agile,Co-located,Fixed Bid,35.79,327,18,3.78,1,10,5,1,3,0.44,14,166,0.643,0.479,0.107,0,0.043,4,2,0.486,8,2.49,0.38,0,Low
P1463,Healthcare,Waterfall,Hybrid,T&M,16.33,395,16,0.5,2,5,8,0,11,0.614,0,0,1.1,0.351,0.077,14,0.071,5,4,0.404,8,19.4,13.48,0,Medium
P1089,Fintech,Agile,Distributed,Fixed Bid,70.17,471,11,6.19,3,11,5,0,15,0.455,7,161,0.873,0.086,0.027,9,0.0,4,3,0.196,11,14.94,1.02,0,Low
P1597,Fintech,Agile,Distributed,Fixed Bid,95.78,110,19,7.18,4,14,7,0,20,0.252,7,295,0.789,0.5,0.101,6,0.075,2,6,0.434,3,5.08,14.92,1,Medium
P1183,Retail,Hybrid,Co-located,Managed Services,23.64,93,17,6.33,3,12,9,0,18,0.119,0,0,0.817,0.392,0.047,13,0.0,2,6,0.561,16,13.13,0.43,0,Low
P1720,Retail,Hybrid,Distributed,Fixed Bid,53.25,437,9,6.93,4,10,11,0,11,0.762,0,0,0.96,0.111,0.4,5,0.139,3,14,0.593,28,13.13,16.77,0,Medium
P1341,Government,Agile,Co-located,Fixed Bid,45.61,368,12,7.01,3,7,10,1,8,0.271,14,351,0.917,0.219,0.022,5,0.064,3,6,0.81,7,0.0,0.48,0,Low
P1235,Government,Waterfall,Distributed,T&M,31.53,351,8,7.65,5,11,19,1,9,0.481,0,0,0.854,0.342,0.011,2,0.109,1,11,0.788,11,30.36,21.05,1,High
P1101,Fintech,Waterfall,Distributed,T&M,22.03,363,11,6.13,3,5,12,1,4,0.04,0,0,0.808,0.309,0.26,14,0.09,4,3,0.579,15,24.92,16.11,1,Medium
P1760,Telecom,Agile,Co-located,T&M,23.59,99,12,5.3,1,12,2,0,16,0.785,7,248,0.955,0.01,0.026,9,0.081,5,1,0.448,6,4.82,-8.31,0,Low
P1301,Government,Agile,Co-located,T&M,64.67,239,25,6.59,3,13,9,1,15,0.404,14,281,0.689,0.311,0.147,1,0.207,3,5,0.294,18,0.84,12.91,0,Low
P1230,Healthcare,Waterfall,Hybrid,Fixed Bid,23.19,69,14,4.85,5,14,20,0,9,0.17,0,0,0.845,0.494,0.022,4,0.179,2,8,0.684,6,24.84,20.68,1,High
P1724,Healthcare,Waterfall,Co-located,T&M,46.33,321,23,6.04,2,6,7,0,8,0.175,0,0,0.73,0.053,0.4,9,0.0,4,4,0.552,0,0.0,-4.85,0,Low
P1974,E-commerce,Agile,Co-located,T&M,17.52,133,13,6.11,1,5,5,0,14,0.484,14,111,1.076,0.316,0.397,9,0.199,5,1,0.315,3,0.73,-3.06,0,Low
P1647,Healthcare,Waterfall,Co-located,T&M,14.66,392,10,4.15,4,12,11,0,8,0.535,0,0,0.854,0.27,0.096,15,0.0,3,4,0.707,1,21.95,8.84,1,High
P1078,E-commerce,Agile,Co-located,Fixed Bid,31.89,277,15,1.48,2,12,10,0,20,0.3,7,265,0.873,0.244,0.4,14,0.084,4,2,0.812,8,11.97,10.75,0,Medium
P1267,Retail,Waterfall,Distributed,Fixed Bid,7.99,505,16,6.98,4,7,12,0,7,0.464,0,0,0.937,0.497,0.109,11,0.076,2,7,0.894,26,27.67,13.82,1,High
P1756,Government,Waterfall,Hybrid,Fixed Bid,59.99,485,14,4.85,2,2,4,1,20,0.253,0,0,0.951,0.297,0.069,10,0.086,3,1,0.639,9,6.56,7.6,0,Low
P1186,Government,Hybrid,Co-located,T&M,87.87,181,9,7.87,2,17,3,0,20,0.434,0,0,1.048,0.338,0.13,8,0.195,5,3,0.716,5,0.0,9.53,0,Low
P1894,Healthcare,Waterfall,Hybrid,Fixed Bid,17.57,452,15,6.19,3,4,11,1,8,0.659,0,0,0.774,0.239,0.108,11,0.133,2,9,0.624,17,25.7,18.83,1,High
P1511,Telecom,Agile,Distributed,Fixed Bid,36.73,225,17,6.29,5,12,10,0,8,0.295,7,343,0.886,0.04,0.219,6,0.099,1,13,0.594,19,29.01,12.03,1,High
P1653,Fintech,Waterfall,Distributed,Fixed Bid,42.96,121,19,4.22,4,11,9,1,4,0.457,0,0,0.861,0.157,0.078,8,0.096,2,5,0.443,0,29.45,27.67,1,High
P1901,Retail,Agile,Distributed,T&M,40.12,448,17,4.15,1,10,3,1,17,0.459,7,167,0.791,0.401,0.147,13,0.107,5,6,0.716,6,5.13,0.08,0,Low
P1061,Retail,Agile,Co-located,Managed Services,36.6,85,19,5.85,4,20,11,1,15,0.397,7,348,0.814,0.252,0.092,2,0.092,2,6,0.799,19,8.98,5.41,1,Medium
P1725,Government,Hybrid,Co-located,T&M,37.06,372,14,3.23,1,7,9,0,10,0.499,0,0,0.917,0.271,0.079,10,0.252,5,2,0.385,13,1.33,-1.45,0,Low
P1564,E-commerce,Agile,Co-located,T&M,15.96,310,20,4.54,2,20,7,0,6,0.155,14,121,0.81,0.257,0.213,1,0.148,4,3,0.685,3,0.0,-0.57,0,Low
P1441,Retail,Hybrid,Hybrid,T&M,17.33,447,10,4.48,2,9,6,0,15,0.674,0,0,0.972,0.055,0.214,9,0.178,3,2,0.533,9,0.1,10.39,0,Low
P1189,Retail,Agile,Hybrid,Fixed Bid,39.03,510,8,3.19,5,16,20,0,11,0.452,14,253,0.98,0.338,0.36,1,0.159,2,7,0.899,6,30.29,21.82,1,High
P1695,Retail,Waterfall,Distributed,T&M,101.26,108,12,3.63,5,14,13,1,14,0.174,0,0,0.872,0.234,0.194,12,0.052,1,4,0.398,8,38.52,20.34,1,High
P1916,Fintech,Agile,Distributed,T&M,44.38,218,14,0.5,4,20,16,1,14,0.441,14,371,0.756,0.005,0.119,10,0.267,2,4,0.435,15,26.38,15.52,1,High
P1178,Fintech,Hybrid,Co-located,T&M,40.94,199,15,6.68,5,15,10,0,11,0.124,0,0,0.871,0.148,0.334,3,0.153,2,10,0.796,1,20.8,0.82,1,High
P1915,Government,Agile,Co-located,Managed Services,8.67,209,19,5.26,1,12,1,0,10,0.651,7,299,0.878,0.3,0.386,14,0.096,5,1,0.566,13,2.47,-6.16,0,Low
P1771,Healthcare,Hybrid,Distributed,Fixed Bid,22.89,528,17,7.17,5,13,11,0,19,0.636,0,0,0.876,0.078,0.323,7,0.0,1,6,0.493,4,24.06,17.03,1,High
P1322,Retail,Waterfall,Hybrid,T&M,56.88,317,7,3.0,1,6,2,0,5,0.58,0,0,1.03,0.378,0.091,12,0.112,4,5,0.494,4,0.0,-3.61,0,Low
P1880,Government,Agile,Distributed,T&M,24.16,492,6,3.69,3,18,9,0,17,0.637,7,388,1.106,0.369,0.134,10,0.195,4,5,0.69,8,20.34,9.73,1,High
P1707,Government,Hybrid,Co-located,T&M,52.06,230,16,5.62,5,17,8,1,11,0.677,0,0,0.966,0.068,0.125,6,0.041,1,9,0.832,2,33.42,21.97,1,High
P1789,Government,Hybrid,Co-located,Fixed Bid,27.1,101,15,6.4,2,12,5,1,9,0.293,0,0,1.024,0.294,0.207,10,0.118,3,4,0.789,16,15.01,6.77,0,Low
P1277,Retail,Waterfall,Co-located,Fixed Bid,19.71,179,19,4.0,5,11,9,0,17,0.685,0,0,0.992,0.182,0.102,3,0.185,1,8,0.498,0,39.06,19.64,1,High
P1807,Retail,Hybrid,Co-located,T&M,18.97,305,14,1.52,3,22,24,0,18,0.19,0,0,0.994,0.258,0.011,2,0.271,4,4,0.558,3,10.99,5.9,1,Medium
P1635,Healthcare,Agile,Co-located,Managed Services,20.15,305,12,6.02,3,15,9,1,7,0.311,7,325,0.861,0.5,0.168,3,0.189,3,5,0.682,11,9.68,18.86,1,Medium
P1864,Fintech,Agile,Co-located,T&M,23.47,106,12,6.09,2,12,4,0,4,0.777,14,226,0.857,0.355,0.047,3,0.059,3,3,0.777,3,3.18,2.84,0,Low
P1120,E-commerce,Hybrid,Hybrid,T&M,9.04,193,13,8.64,1,15,4,1,5,0.722,0,0,0.919,0.334,0.043,15,0.116,5,1,0.752,12,0.0,-0.81,0,Low
P1455,Fintech,Agile,Distributed,T&M,30.16,210,17,4.93,3,18,9,0,3,0.593,14,183,0.915,0.446,0.04,10,0.14,2,2,0.88,15,13.39,16.68,1,Medium
P1142,Healthcare,Agile,Distributed,Managed Services,16.64,416,13,5.56,1,9,5,0,3,0.572,14,184,0.96,0.203,0.199,15,0.043,5,6,0.418,9,0.0,9.42,0,Low
P1456,Retail,Agile,Co-located,Managed Services,52.44,182,18,5.3,5,14,20,1,7,0.57,14,85,0.753,0.249,0.326,0,0.199,1,4,0.717,17,32.7,7.99,1,High
P1578,Retail,Agile,Co-located,Managed Services,35.73,191,10,5.93,5,14,10,0,12,0.264,7,92,1.06,0.418,0.011,12,0.223,1,10,0.708,10,28.74,22.79,1,High
P1795,Telecom,Hybrid,Distributed,Managed Services,131.22,342,17,5.53,5,14,8,0,3,0.102,0,0,1.041,0.092,0.026,5,0.116,1,11,0.61,1,36.7,14.8,1,High
P1259,Telecom,Agile,Co-located,T&M,22.97,353,15,3.62,2,19,8,0,20,0.305,14,385,0.579,0.053,0.066,4,0.0,3,2,0.888,8,17.17,3.24,0,Low
P1217,Healthcare,Waterfall,Distributed,T&M,17.87,326,11,3.53,2,4,7,0,7,0.411,0,0,0.97,0.249,0.233,11,0.185,5,1,0.503,12,1.76,10.06,0,Low
P1530,Retail,Hybrid,Distributed,Fixed Bid,23.24,160,23,4.76,2,14,9,1,16,0.166,0,0,0.881,0.425,0.279,3,0.0,3,2,0.393,18,4.19,8.49,0,Low
P1252,Government,Hybrid,Hybrid,T&M,68.45,275,20,2.89,3,13,4,1,11,0.038,0,0,0.791,0.333,0.257,4,0.021,2,2,0.55,11,24.9,21.47,1,High
P1031,E-commerce,Agile,Co-located,Fixed Bid,37.24,415,14,4.46,1,14,5,1,6,0.343,14,222,1.098,0.319,0.344,14,0.317,4,2,0.751,12,15.73,7.6,0,Low
P1698,Retail,Agile,Co-located,T&M,13.55,128,13,3.29,5,17,16,1,6,0.254,7,358,0.698,0.5,0.223,13,0.108,1,8,0.236,2,35.04,24.37,1,High
P1804,Telecom,Agile,Distributed,Fixed Bid,41.13,482,15,6.94,2,15,2,1,11,0.679,14,262,0.596,0.398,0.071,4,0.16,5,1,0.421,6,10.19,9.25,0,Low
P1856,Fintech,Agile,Hybrid,Managed Services,33.8,135,16,8.84,3,9,9,0,20,0.665,7,91,0.851,0.353,0.148,8,0.159,3,3,0.767,23,4.06,3.36,0,Low
P1547,Retail,Waterfall,Co-located,Managed Services,37.63,488,10,3.34,1,4,7,1,19,0.487,0,0,0.859,0.5,0.137,4,0.24,5,2,0.725,15,2.27,-4.22,0,Low
P1993,Fintech,Waterfall,Co-located,Fixed Bid,81.91,384,15,9.16,4,3,8,0,5,0.246,0,0,0.833,0.202,0.235,6,0.0,2,11,0.367,1,6.01,11.49,0,Low
P1799,Healthcare,Hybrid,Distributed,Fixed Bid,40.0,121,14,6.78,5,11,22,0,8,0.368,0,0,0.832,0.288,0.173,9,0.192,1,6,0.842,9,24.26,18.84,1,High
P1115,Healthcare,Hybrid,Distributed,Fixed Bid,49.0,331,14,4.13,2,14,5,1,20,0.134,0,0,0.812,0.309,0.106,6,0.0,4,4,0.468,11,3.31,14.25,0,Low
P1128,Government,Agile,Distributed,T&M,69.43,182,17,5.41,1,16,5,1,18,0.484,7,291,0.88,0.404,0.13,11,0.011,5,0,0.773,14,2.56,-1.73,0,Low
P1911,Healthcare,Agile,Co-located,T&M,19.4,263,16,7.45,1,8,3,0,19,0.354,7,392,0.944,0.115,0.03,15,0.05,4,0,0.316,3,1.42,1.8,0,Low
P1310,E-commerce,Agile,Co-located,T&M,65.81,116,12,7.18,2,10,4,0,10,0.218,14,86,0.893,0.32,0.042,3,0.148,5,0,0.879,9,1.48,8.0,0,Low
P1801,Telecom,Agile,Hybrid,T&M,58.11,78,13,4.16,2,14,6,0,7,0.25,7,276,0.597,0.472,0.076,9,0.099,4,5,0.621,11,7.17,-6.62,0,Low
P1195,Retail,Agile,Hybrid,T&M,29.14,418,15,0.5,4,16,11,0,18,0.144,7,265,0.865,0.268,0.4,10,0.017,2,5,0.848,18,26.69,9.13,1,High
P1276,Telecom,Waterfall,Hybrid,T&M,91.73,325,19,3.16,4,10,14,1,7,0.572,0,0,0.977,0.126,0.156,9,0.116,1,10,0.631,7,36.9,22.65,1,High
P1527,Healthcare,Agile,Hybrid,T&M,43.97,519,15,3.24,2,18,7,0,19,0.245,14,174,0.975,0.083,0.211,15,0.056,3,3,0.861,16,16.6,7.35,1,Medium
P1162,Healthcare,Waterfall,Co-located,T&M,25.05,213,15,4.54,5,9,16,0,16,0.171,0,0,0.829,0.298,0.4,14,0.2,1,8,0.703,16,34.37,18.61,1,High
P1926,Healthcare,Agile,Distributed,T&M,29.01,276,12,7.8,4,20,11,0,4,0.475,14,162,0.887,0.357,0.351,1,0.0,3,7,0.657,10,6.53,-1.69,0,Medium
P1919,Telecom,Agile,Co-located,Fixed Bid,19.32,463,18,7.14,2,11,4,0,18,0.45,14,150,0.763,0.067,0.393,11,0.27,5,2,0.671,9,1.68,4.34,0,Low
P1603,Fintech,Agile,Hybrid,T&M,65.4,439,18,2.89,4,17,11,1,15,0.81,7,344,0.817,0.084,0.29,8,0.247,3,6,0.436,12,29.21,21.83,1,High
P1367,Healthcare,Hybrid,Distributed,Managed Services,38.36,267,13,5.39,5,15,19,0,19,0.368,0,0,0.704,0.228,0.108,11,0.0,2,4,0.71,10,32.22,17.62,1,High
P1765,Telecom,Waterfall,Co-located,Fixed Bid,69.26,114,17,2.7,4,12,10,0,15,0.415,0,0,0.912,0.289,0.219,12,0.186,2,8,0.153,1,31.16,8.2,1,High
P1846,Fintech,Agile,Co-located,Fixed Bid,28.88,324,12,8.4,2,15,3,0,13,0.472,14,174,0.849,0.5,0.25,14,0.155,5,1,0.513,3,9.82,1.01,0,Low
P1746,Retail,Agile,Distributed,Fixed Bid,35.36,490,15,3.81,5,20,11,0,6,0.652,14,362,0.725,0.08,0.04,11,0.129,2,9,0.846,11,35.54,16.31,1,High
P1680,Fintech,Hybrid,Co-located,Fixed Bid,58.07,417,14,5.06,5,15,14,1,7,0.521,0,0,0.956,0.094,0.158,1,0.106,1,8,0.509,2,32.79,9.26,1,High
P1663,Retail,Agile,Distributed,Fixed Bid,13.67,487,18,3.09,4,13,11,0,4,0.478,7,151,0.816,0.5,0.052,7,0.174,3,7,0.615,3,25.97,22.26,1,High
P1431,E-commerce,Waterfall,Distributed,T&M,22.53,471,9,5.56,5,14,18,0,12,0.541,0,0,0.748,0.159,0.026,4,0.035,1,5,0.35,8,27.26,18.0,1,High
P1761,Government,Agile,Co-located,Fixed Bid,42.69,382,9,4.55,3,22,3,1,19,0.731,7,221,0.712,0.287,0.092,2,0.188,4,6,0.559,15,20.64,18.52,1,Medium
P1576,Fintech,Agile,Distributed,T&M,21.4,466,15,0.5,3,19,14,1,20,0.711,7,338,0.88,0.343,0.254,8,0.113,2,7,0.64,11,27.52,23.5,1,High
P1382,Telecom,Waterfall,Distributed,Managed Services,20.99,398,14,5.94,1,10,5,0,20,0.1,0,0,1.058,0.186,0.042,13,0.0,5,2,0.823,7,0.0,-2.34,0,Low
P1325,E-commerce,Waterfall,Co-located,Fixed Bid,57.42,476,8,3.46,4,16,12,0,14,0.419,0,0,0.986,0.369,0.219,13,0.112,1,8,0.604,10,24.59,16.67,1,High
P1118,E-commerce,Hybrid,Co-located,T&M,42.85,103,12,8.45,3,8,11,0,4,0.836,0,0,0.84,0.429,0.232,3,0.073,3,5,0.477,9,0.0,-0.34,0,Low
P1814,Healthcare,Hybrid,Distributed,Fixed Bid,17.93,488,16,5.35,2,16,6,0,8,0.075,0,0,0.955,0.166,0.087,2,0.054,3,2,0.497,0,17.28,7.62,0,Medium
P1805,E-commerce,Waterfall,Distributed,T&M,47.7,525,18,4.27,1,8,3,1,17,0.528,0,0,0.964,0.158,0.096,13,0.059,4,1,0.343,10,4.02,9.11,0,Low
P1498,E-commerce,Hybrid,Co-located,T&M,10.94,240,16,6.17,4,15,6,0,9,0.192,0,0,1.01,0.15,0.244,13,0.196,2,3,0.376,2,10.82,20.5,1,High
P1420,Telecom,Waterfall,Distributed,Managed Services,33.11,392,12,4.22,2,5,7,0,15,0.353,0,0,0.957,0.108,0.218,7,0.252,4,1,0.498,7,0.0,5.05,0,Low
P1375,E-commerce,Agile,Distributed,T&M,16.73,116,12,5.75,2,18,7,1,14,0.569,14,231,0.72,0.133,0.158,7,0.211,3,5,0.95,16,9.05,5.3,0,Low
P1436,E-commerce,Agile,Distributed,Fixed Bid,49.13,299,20,2.48,2,18,11,0,15,0.615,14,145,0.705,0.232,0.091,13,0.195,4,5,0.91,5,18.3,10.31,1,Medium
P1994,Fintech,Agile,Co-located,T&M,28.67,539,11,7.26,4,17,8,1,6,0.213,14,132,1.15,0.191,0.043,4,0.036,3,3,0.433,11,14.66,17.05,1,Medium
P1079,Government,Agile,Co-located,Managed Services,10.91,103,14,1.94,2,15,5,1,14,0.276,7,196,0.876,0.131,0.284,13,0.248,3,3,0.681,15,15.51,9.98,1,Medium
P1987,Government,Agile,Hybrid,T&M,47.34,290,17,9.66,1,6,3,1,18,0.607,14,378,0.799,0.394,0.4,15,0.0,5,0,0.591,13,0.0,10.65,0,Low
P1275,Telecom,Agile,Distributed,Fixed Bid,14.77,110,13,6.53,2,19,4,0,18,0.362,7,364,0.923,0.102,0.341,7,0.132,3,2,0.563,11,6.67,-4.03,0,Low
P1602,Fintech,Agile,Distributed,Fixed Bid,19.11,236,13,4.52,1,6,4,1,7,0.34,7,295,0.735,0.105,0.308,8,0.185,5,2,0.944,13,0.0,-0.17,0,Low
P1294,Telecom,Agile,Distributed,T&M,44.22,411,12,1.66,5,29,18,1,8,0.266,7,136,0.998,0.328,0.164,2,0.209,1,13,0.622,11,38.39,26.62,1,High
P1533,Telecom,Waterfall,Distributed,Managed Services,17.43,120,9,5.75,4,10,13,1,7,0.394,0,0,1.084,0.469,0.216,15,0.131,3,9,0.342,6,31.64,19.15,1,High
P1676,Retail,Agile,Co-located,Fixed Bid,46.88,512,13,3.95,3,17,2,0,16,0.462,7,269,0.74,0.272,0.4,13,0.181,2,8,0.712,20,29.91,25.79,1,High
P1345,Retail,Waterfall,Co-located,Fixed Bid,27.3,236,13,4.76,5,9,9,0,20,0.086,0,0,0.898,0.054,0.085,11,0.154,1,9,0.76,4,28.88,22.28,1,High
P1370,Government,Agile,Distributed,Fixed Bid,67.31,339,14,7.07,2,15,3,0,9,0.248,14,111,0.793,0.5,0.118,4,0.079,4,0,0.581,3,6.19,2.36,0,Low
P1906,Fintech,Hybrid,Co-located,Fixed Bid,29.32,226,14,3.54,2,9,4,0,13,0.333,0,0,0.857,0.12,0.108,2,0.131,3,4,0.715,7,0.0,-0.13,0,Low
P1278,Telecom,Waterfall,Hybrid,Fixed Bid,84.83,259,12,3.63,5,14,11,0,18,0.284,0,0,0.832,0.06,0.187,0,0.154,1,13,0.79,16,27.59,8.37,1,High
P1812,Fintech,Agile,Hybrid,Fixed Bid,60.21,95,17,3.78,4,17,11,0,14,0.035,7,260,0.778,0.178,0.105,13,0.124,3,8,0.255,3,33.48,15.21,1,High
P1228,Retail,Hybrid,Co-located,T&M,26.46,368,7,4.07,4,12,7,1,3,0.543,0,0,0.938,0.129,0.4,5,0.069,2,9,0.839,5,39.1,22.71,1,High
P1526,Fintech,Agile,Hybrid,Fixed Bid,37.04,274,14,6.54,5,16,7,0,8,0.177,14,378,0.886,0.26,0.247,13,0.1,1,6,0.8,18,31.39,15.33,1,High
P1899,Retail,Agile,Co-located,T&M,39.38,94,18,5.28,1,16,6,0,6,0.408,7,112,0.784,0.5,0.211,9,0.121,5,1,0.546,10,0.0,-2.95,0,Low
P1292,E-commerce,Hybrid,Co-located,Fixed Bid,26.44,372,9,3.93,2,23,9,1,7,0.21,0,0,0.991,0.421,0.093,9,0.164,4,1,0.948,11,13.65,6.1,0,Medium
P1063,Retail,Agile,Co-located,Fixed Bid,50.37,360,13,4.38,2,26,11,1,11,0.3,7,180,0.916,0.229,0.101,1,0.152,3,3,0.56,4,17.61,21.03,1,Medium
P1629,Government,Agile,Distributed,Managed Services,17.43,255,15,2.27,4,9,12,0,16,0.204,7,267,0.801,0.149,0.307,3,0.114,3,5,0.318,13,19.15,19.02,1,High
P1364,E-commerce,Hybrid,Co-located,T&M,18.2,338,18,6.71,4,13,7,0,6,0.292,0,0,1.016,0.141,0.122,13,0.276,3,3,0.753,13,15.19,24.65,1,Medium
P1013,Retail,Agile,Hybrid,Fixed Bid,23.86,135,16,3.9,4,15,13,1,9,0.526,14,294,0.993,0.334,0.147,13,0.203,1,4,0.865,13,24.45,11.24,1,High
P1023,E-commerce,Agile,Distributed,T&M,35.46,259,19,8.46,2,13,4,0,6,0.139,7,196,0.835,0.5,0.22,2,0.085,4,0,0.55,4,7.77,8.71,0,Low
P1810,Telecom,Hybrid,Distributed,T&M,14.42,140,13,6.02,2,15,8,0,4,0.213,0,0,0.873,0.173,0.4,3,0.121,3,2,0.28,11,3.42,2.59,0,Low
P1088,Government,Hybrid,Co-located,T&M,55.22,208,11,2.91,3,16,12,1,3,0.656,0,0,0.844,0.34,0.206,0,0.189,3,5,0.762,1,11.53,16.96,1,High
P1068,Government,Agile,Hybrid,T&M,28.16,127,16,8.52,2,11,5,0,15,0.706,7,314,0.785,0.396,0.4,9,0.028,4,7,0.426,11,0.0,0.38,0,Low
P1937,E-commerce,Hybrid,Co-located,T&M,23.59,417,13,3.89,5,13,18,0,11,0.698,0,0,0.787,0.425,0.371,2,0.039,1,8,0.405,17,26.84,5.8,1,High
P1560,Government,Waterfall,Co-located,Fixed Bid,13.11,411,17,3.67,3,10,10,1,17,0.491,0,0,0.805,0.115,0.204,12,0.0,2,4,0.914,12,34.83,18.71,1,High
P1340,Fintech,Agile,Co-located,Managed Services,29.21,231,13,4.75,5,19,13,1,5,0.428,7,318,0.984,0.048,0.319,2,0.052,1,9,0.767,13,29.23,13.84,1,High
P1059,Telecom,Agile,Hybrid,Fixed Bid,54.03,258,15,3.94,1,14,6,0,10,0.318,7,276,0.838,0.133,0.283,3,0.197,5,0,0.736,21,0.0,-6.73,0,Low
P1036,Retail,Agile,Co-located,Fixed Bid,40.4,377,13,2.84,5,29,15,1,16,0.232,7,135,1.019,0.111,0.33,14,0.088,2,5,0.681,21,34.45,12.08,1,High
P1305,Healthcare,Hybrid,Distributed,Managed Services,11.07,341,16,5.76,5,18,11,0,12,0.136,0,0,0.942,0.242,0.319,7,0.264,1,4,0.848,17,27.58,19.8,1,High
P1978,Telecom,Agile,Distributed,T&M,49.29,152,15,7.25,1,14,4,0,3,0.279,14,321,0.773,0.183,0.217,8,0.0,4,3,0.255,11,0.0,-2.9,0,Low
P1437,Retail,Hybrid,Distributed,Managed Services,15.45,287,19,3.38,3,13,8,0,9,0.528,0,0,0.935,0.24,0.072,10,0.284,4,2,0.483,14,14.3,16.74,1,Medium
P1344,Fintech,Agile,Co-located,Fixed Bid,29.63,495,8,1.55,5,22,19,0,17,0.251,14,300,0.976,0.063,0.189,6,0.2,2,10,0.689,8,35.69,34.61,1,High
P1164,Government,Agile,Distributed,T&M,17.43,387,18,2.84,4,14,7,1,18,0.412,7,228,0.935,0.038,0.223,10,0.089,3,4,0.693,14,31.92,13.61,1,High
P1245,Telecom,Hybrid,Distributed,Fixed Bid,40.63,401,18,1.4,4,23,7,1,6,0.37,0,0,0.84,0.143,0.129,9,0.0,3,6,0.836,9,21.24,10.67,1,High
P1406,Telecom,Agile,Distributed,T&M,23.64,263,13,5.88,5,23,8,1,5,0.478,14,251,0.807,0.371,0.33,4,0.29,1,9,0.577,19,31.87,24.26,1,High
P1944,Telecom,Agile,Co-located,T&M,15.65,522,17,5.47,4,18,9,0,4,0.257,7,154,0.96,0.117,0.104,15,0.121,3,5,0.272,12,27.28,7.66,1,High
P1378,E-commerce,Hybrid,Co-located,Managed Services,66.62,469,19,2.29,5,21,14,0,14,0.58,0,0,0.878,0.489,0.193,12,0.082,1,2,0.67,12,25.0,17.91,1,High
P1574,Healthcare,Hybrid,Hybrid,T&M,29.41,505,15,2.07,1,10,2,1,5,0.286,0,0,0.881,0.093,0.199,9,0.233,5,2,0.263,12,0.31,10.79,0,Low
P1927,E-commerce,Agile,Co-located,T&M,21.21,60,15,5.52,1,15,2,1,19,0.073,7,301,0.959,0.296,0.126,12,0.0,5,3,0.528,10,5.22,-0.38,0,Low
P1773,E-commerce,Agile,Hybrid,Fixed Bid,40.63,498,18,7.33,1,8,6,1,14,0.622,14,266,0.732,0.269,0.4,8,0.179,4,1,0.635,12,0.0,-1.28,0,Low
P1468,Retail,Agile,Co-located,T&M,29.7,359,10,5.96,5,11,9,1,7,0.507,14,102,0.728,0.111,0.024,15,0.05,1,4,0.45,7,35.2,10.67,1,High
P1517,Telecom,Hybrid,Co-located,Fixed Bid,42.95,366,12,5.02,4,17,11,0,3,0.24,0,0,1.1,0.285,0.133,4,0.13,2,7,0.539,12,21.4,20.94,1,High
P1907,Telecom,Agile,Co-located,Fixed Bid,37.8,527,12,2.9,4,15,16,1,8,0.344,7,285,0.973,0.259,0.11,0,0.081,1,5,0.462,10,23.26,16.84,1,High
P1660,Government,Agile,Co-located,Fixed Bid,26.08,359,8,0.97,3,16,12,0,16,0.492,14,396,0.655,0.264,0.17,4,0.095,4,6,0.603,9,21.29,17.14,1,Medium
P1650,Fintech,Agile,Co-located,T&M,68.22,104,16,4.78,2,14,3,1,6,0.304,7,112,0.638,0.417,0.4,8,0.028,4,3,0.884,14,0.0,-10.0,0,Low
P1471,Healthcare,Hybrid,Co-located,Fixed Bid,33.55,416,13,1.95,1,12,6,1,14,0.587,0,0,0.863,0.308,0.176,11,0.065,4,0,0.738,1,16.61,6.94,0,Medium
P1087,Telecom,Waterfall,Co-located,Fixed Bid,50.86,341,18,3.65,4,9,7,0,8,0.498,0,0,1.019,0.164,0.4,5,0.077,2,3,0.782,13,27.26,26.05,1,High
P1460,E-commerce,Agile,Hybrid,T&M,77.91,314,11,2.98,2,16,7,0,3,0.278,7,323,1.071,0.358,0.124,6,0.269,5,0,0.488,19,0.58,13.3,0,Low
P1958,Telecom,Agile,Co-located,Fixed Bid,18.34,104,19,7.52,2,12,5,0,14,0.346,14,166,0.868,0.317,0.162,14,0.0,3,2,0.976,13,6.76,-1.82,0,Low
P1052,E-commerce,Hybrid,Co-located,Fixed Bid,32.04,130,7,5.59,4,16,12,0,14,0.329,0,0,0.804,0.13,0.076,1,0.025,3,6,0.321,7,15.73,5.72,0,Low
P1283,Fintech,Agile,Distributed,T&M,27.24,116,11,6.68,3,16,8,1,18,0.223,7,197,1.12,0.033,0.135,14,0.212,3,6,0.445,18,12.45,5.49,0,Low
P1881,Fintech,Waterfall,Distributed,T&M,61.43,536,20,2.91,4,10,10,1,11,0.505,0,0,0.827,0.253,0.019,5,0.252,1,7,0.742,5,27.53,8.88,1,High
P1854,Telecom,Agile,Distributed,Fixed Bid,30.82,270,14,8.42,3,14,7,0,15,0.334,7,143,0.976,0.483,0.366,10,0.28,4,3,0.517,8,16.06,1.83,0,Low
